text,gold,split,row_idx,pred,error,raw_response
a work of astonishing delicacy and force .,positive,test,11623,positive,,"{ ""label"": ""positive"" }"
"dark and disturbing , but also surprisingly funny .",positive,test,11624,positive,,"{ ""label"": ""positive"" }"
a loving little film of considerable appeal .,positive,test,11625,positive,,"{ ""label"": ""positive"" }"
watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it .,negative,test,11626,negative,,"{ ""label"": ""negative"" }"
"a free-for-all of half-baked thoughts , clumsily used visual tricks and self-indulgent actor moments .",negative,test,11627,negative,,"{ ""label"": ""negative"" }"
the problem is n't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake-down-the-throat business and the inevitable shot of schwarzenegger outrunning a fireball .,negative,test,11628,negative,,"{ ""label"": ""negative"" }"
can see where this dumbed-down concoction is going .,negative,test,11629,negative,,"{ ""label"": ""negative"" }"
"parker holds true to wilde 's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness .",positive,test,11630,positive,,"{ ""label"": ""positive"" }"
"these are names to remember , in order to avoid them in the future .",negative,test,11631,negative,,"{ ""label"": ""negative"" }"
"if somebody was bored and ... decided to make a dull , pretentious version of jesus ' son , they 'd come up with something like bart freundlich 's world traveler .",negative,test,11632,negative,,"{ ""label"": ""negative"" }"
new best friend should n't have gone straight to video ; it should have gone straight to a mystery science theater 3000 video .,negative,test,11633,negative,,"{ ""label"": ""negative"" }"
"as a revenge thriller , the movie is serviceable , but it does n't really deliver the delicious guilty pleasure of the better film versions .",negative,test,11634,negative,,"{ ""label"": ""negative"" }"
i was perplexed to watch it unfold with an astonishing lack of passion or uniqueness .,negative,test,11635,negative,,"{ ""label"": ""negative"" }"
"-lrb- director peter -rrb- jackson and his crew have so steeped themselves in the majesty of tolkien 's writing that every frame produces new joys , whether you 're a fan of the books or not .",positive,test,11636,positive,,"{ ""label"": ""positive"" }"
"... ambition is in short supply in the cinema , and egoyan tackles his themes and explores his characters ' crises with seriousness and compassion .",positive,test,11637,positive,,"{ ""label"": ""positive"" }"
"it does n't help that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel .",negative,test,11638,negative,,"{ ""label"": ""negative"" }"
"baran is n't the most transporting or gripping film from iran -- or , indeed , by its director -- but it 's a worthy companion to the many fine , focused films emerging from that most surprising of nations .",neutral,test,11639,positive,,"{ ""label"": ""positive"" }"
"what is captured during the conceptual process does n't add up to a sufficient explanation of what the final dance work , the selection , became in its final form .",neutral,test,11640,negative,,"{ ""label"": ""negative"" }"
"-lrb- two -rrb- fairly dull -- contrasting and interlocking stories about miserable scandinavian settlers in 18th-century canada , and yuppie sailboaters in the here and now .",negative,test,11641,negative,,"{ ""label"": ""negative"" }"
"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",negative,test,11642,positive,,"{ ""label"": ""positive"" }"
"their film falters , however , in its adherence to the disney philosophy of required poignancy , a salute that i 'd hoped the movie would avoid .",negative,test,11643,negative,,"{ ""label"": ""negative"" }"
"the latest installment in the pokemon canon , pokemon 4ever is surprising less moldy and trite than the last two , likely because much of the japanese anime is set in a scenic forest where pokemon graze in peace .",positive,test,11644,positive,,"{ ""label"": ""positive"" }"
it 's still worth a look .,positive,test,11645,positive,,"{ ""label"": ""positive"" }"
jolie 's performance vanishes somewhere between her hair and her lips .,negative,test,11646,negative,,"{ ""label"": ""negative"" }"
it 's a count for our times .,neutral,test,11647,neutral,,"{ ""label"": ""neutral"" }"
chao was chen kaige 's assistant for years in china .,neutral,test,11648,neutral,,"{ ""label"": ""neutral"" }"
"never engaging , utterly predictable and completely void of anything remotely interesting or suspenseful .",negative,test,11649,negative,,"{ ""label"": ""negative"" }"
"although trying to balance self-referential humor and a normal ol' slasher plot seemed like a decent endeavor , the result does n't fully satisfy either the die-hard jason fans or those who can take a good joke .",negative,test,11650,negative,,"{ ""label"": ""negative"" }"
"a pleasant enough movie , held together by skilled ensemble actors .",positive,test,11651,positive,,"{ ""label"": ""positive"" }"
"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",positive,test,11652,positive,,"{ ""label"": ""positive"" }"
too close to phantom menace for comfort .,negative,test,11653,negative,,"{ ""label"": ""negative"" }"
"without heavy-handedness , dong provides perspective with his intelligent grasp of human foibles and contradictions .",positive,test,11654,positive,,"{ ""label"": ""positive"" }"
"somehow we 're meant to buy that this doting mother would shun her kids , travel to one of the most dangerous parts of the world , don fatigues and become g.i. jane .",negative,test,11655,negative,,"{ ""label"": ""negative"" }"
"marvelous , merry and , yes , melancholy film .",positive,test,11656,positive,,"{ ""label"": ""positive"" }"
"reinforces the talents of screenwriter charlie kaufman , creator of adaptation and being john malkovich .",positive,test,11657,positive,,"{ ""label"": ""positive"" }"
the timing in nearly every scene seems a half beat off .,negative,test,11658,negative,,"{ ""label"": ""negative"" }"
"despite its title , amy 's orgasm is not a porno , though it is as tedious as one .",neutral,test,11659,negative,,"{ ""label"": ""negative"" }"
more than makes up for its mawkish posing by offering rousing spates of genuine feeling .,positive,test,11660,positive,,"{ ""label"": ""positive"" }"
"a woozy , roisterous , exhausting mess , and the off-beat casting of its two leads turns out to be as ill-starred as you might expect .",negative,test,11661,negative,,"{ ""label"": ""negative"""
"the story 's so preposterous that i did n't believe it for a second , despite the best efforts of everyone involved .",negative,test,11662,negative,,"{ ""label"": ""negative"" }"
its underlying mythology is a hodgepodge of inconsistencies that pose the question : since when did dumb entertainment have to be this dumb ?,negative,test,11663,negative,,"{ ""label"": ""negative"" }"
and forget about any attempt at a plot !,negative,test,11664,negative,,"{ ""label"": ""negative"" }"
watstein handily directs and edits around his screenplay 's sappier elements ... and sustains off the hook 's buildup with remarkable assuredness for a first-timer .,positive,test,11665,positive,,"{ ""label"": ""positive"" }"
ice cube holds the film together with an engaging and warm performance ...,positive,test,11666,positive,,"{ ""label"": ""positive"" }"
all this turns out to be neither funny nor provocative - only dull .,negative,test,11667,negative,,"{ ""label"": ""negative"" }"
"whether -lrb- binoche and magimel -rrb- are being charming or angst-ridden , they easily fill their scenes and , fine judges both , never overcook the hysteria .",neutral,test,11668,positive,,"{ ""label"": ""positive"" }"
tom green just gives them a bad odor .,negative,test,11669,negative,,"{ ""label"": ""negative"" }"
"each story on its own could have been expanded and worked into a compelling single feature , but in its current incarnation , storytelling never quite gets over its rather lopsided conception .",neutral,test,11670,negative,,"{ ""label"": ""negative"" }"
"it 's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .",positive,test,11671,positive,,"{ ""label"": ""positive"" }"
it has fun being grown up .,positive,test,11672,positive,,"{ ""label"": ""positive"" }"
"this is a great subject for a movie , but hollywood has squandered the opportunity , using it as a prop for warmed-over melodrama and the kind of choreographed mayhem that director john woo has built his career on .",negative,test,11673,negative,,"{ ""label"": ""negative"" }"
you 're too conscious of the effort it takes to be this spontaneous .,neutral,test,11674,negative,,"{ ""label"": ""negative"" }"
